LGA_CODE,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_perc,Age_15_64_yr_perc,Age_over_65_yr_perc,BP_Aus,BP_Non_Aus,BP_Aus_Perc,BP_Non_Aus_Perc,SE_Yr10_above,SE_Yr9_below,SE_Yr10_above_Perc,SE_Yr9_below_Perc,MS_Married,MS_Separated,MS_Divorced,MS_Widowed,MS_Never_Married,MS_Single,MS_Married_Perc,MS_Separated_Perc,MS_Divorced_Perc,MS_Widowed_Perc,MS_Never_Married_Perc,MS_Single_Perc,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot
LGA16150,8537,25047,6755,21.163142368427575,62.091276432236796,16.74558119933563,33654,3784,89.892622469149,10.107377530851007,24370,4564,84.22616990391927,15.773830096080735,14729,1141,2929,1990,11019,17079,46.305960764587525,3.587147887323944,9.208375251509054,6.256287726358149,34.64222837022133,53.694039235412475,37,667,1655,1295,2.5,8,33654,16,3,4,41,6,140,26,13,663,38,17,109,40,33,377,19,24,11,45,101,12,62,5,34,4,4,9,105,84,368,13,37,14,182,34,99,17,145,12,56,29,38,10,14,79,37,23,107,396,2908,12993,1724,8749,2282,1655,146,2802
LGA16200,2950,8765,2900,20.184741703729046,59.97263085870681,19.842627437564147,12328,779,94.05661097123674,5.943389028763256,8247,1901,81.26724477729603,18.732755222703982,5519,419,1008,909,3805,6141,47.3327615780446,3.5934819897084047,8.644939965694682,7.795883361921098,32.63293310463122,52.667238421955396,41,554,1412,1088,2.4,0,12328,3,0,0,7,0,41,7,4,172,18,4,21,0,3,35,21,0,19,16,6,0,11,7,6,3,0,3,4,31,86,4,9,4,85,6,21,3,39,0,3,0,8,0,0,11,10,5,3,44,1498,3588,708,3602,980,738,34,1473
LGA16260,41603,156999,27547,18.396278559710634,69.4228141623443,12.18090727794507,101064,112203,47.388484857010226,52.611515142989774,156002,14033,91.74699326609228,8.253006733907725,102178,4356,12182,7763,58078,82379,55.3639255081086,2.3602464279328337,6.600670795472402,4.206288572094259,31.4688686963919,44.63607449189139,34,722,1933,1759,2.8,912,101064,1066,180,172,321,401,23242,340,562,3573,1325,168,553,511,4983,24037,1421,2882,572,470,968,463,8882,2688,2299,319,231,392,1202,294,3166,134,1559,132,3636,526,484,723,916,205,3358,1021,725,84,516,730,1504,106,240,7000,12885,125072,5290,20793,5143,4698,2226,14405
LGA16350,41284,131865,22911,21.056819341018056,67.25747220238702,11.68570845659492,141876,42400,76.99103518635091,23.00896481364909,122688,19653,86.19301536451198,13.806984635488018,73222,5764,13196,6741,55852,81553,47.3086738814408,3.724115651752544,8.52592472944597,4.355354546922953,36.085931190437734,52.6913261185592,34,728,1858,1658,2.9,325,141876,318,190,89,175,271,1232,580,684,6123,1176,107,830,438,173,3763,309,376,470,614,902,65,320,717,353,1263,237,82,333,535,3867,321,663,87,3797,360,1037,158,730,243,823,106,377,115,223,329,409,169,234,5283,11788,65992,8744,43396,9880,6667,926,12258
LGA16380,13098,43675,21764,16.677489590893465,55.61073124769217,27.711779161414363,63862,8960,87.69602592623109,12.303974073768915,49197,9862,83.30144431839346,16.69855568160653,33055,2543,7507,5298,17043,32391,50.507288451547836,3.8856461815848182,11.47052531858326,8.09522354307368,26.041316505210403,49.492711548452164,48,540,1300,1042,2.3,0,63862,7,7,4,134,28,154,36,60,3257,53,68,338,24,40,235,39,13,6,187,118,46,42,16,61,74,6,4,20,298,1061,83,9,55,251,49,411,27,267,28,37,13,78,11,12,246,56,81,55,729,5718,23412,4232,19872,5612,3166,151,6260
LGA16400,12514,41092,15958,17.98918981082169,59.07078373871543,22.940026450462884,56262,7680,87.98911513559163,12.010884864408371,42736,8586,83.2703324110518,16.72966758894821,28967,2084,6055,3753,16181,28073,50.78366058906031,3.653576437587658,10.615357643758767,6.579593267882188,28.367812061711078,49.21633941093969,45,571,1431,1180,2.5,0,56262,4,12,10,118,38,91,78,33,2666,46,45,338,59,42,93,29,4,11,107,123,30,47,11,127,80,50,3,20,232,877,56,16,44,241,48,364,28,264,35,16,11,95,18,16,187,37,125,38,589,5610,19310,3738,18346,5206,2433,174,5593
LGA16490,10967,38247,6814,19.574141500678234,68.26408224459199,12.161776254729778,41998,9680,81.26862494678586,18.731375053214133,36766,4318,89.48982572290916,10.510174277090838,22650,1375,4021,1808,15205,22409,50.2674271510686,3.051554628376129,8.923855389600302,4.012516922257485,33.744645908697485,49.7325728489314,38,933,2303,1882,2.6,12,41998,166,33,19,115,40,210,170,48,1692,123,62,286,135,43,848,85,36,21,104,396,28,50,26,118,80,12,28,134,116,784,38,98,73,454,89,209,50,205,94,100,14,89,525,19,295,86,54,50,1107,4355,24585,2258,8657,1868,1551,181,3901
LGA16550,20958,100797,18906,14.899652355663617,71.65952182907841,13.440825815257963,72379,57601,55.68472072626558,44.31527927373442,99930,7529,92.99360686401326,7.006393135986748,46039,2693,8165,4971,57826,73655,38.463916319949206,2.249903921666917,6.821561648871288,4.153090380470199,48.31152772904239,61.5360836800508,34,834,2421,1916,2.5,22,72379,341,83,75,506,449,9929,185,550,6245,315,1043,810,1459,1728,1392,2419,445,259,2806,1079,443,584,366,1885,264,120,107,146,295,2692,264,211,135,1178,554,810,731,1762,128,293,433,650,31,168,1073,737,193,147,9070,10679,82515,3558,11485,2717,3027,755,12153
LGA16610,4368,13318,5118,19.15453429222943,58.40203473074899,22.443430977021574,19421,1292,93.76237145753873,6.237628542461256,12692,3675,77.54628215311297,22.453717846887027,8242,740,2055,1400,6002,10197,44.69873637398991,4.013232821736536,11.144856011714301,7.592602635717773,32.550572156841476,55.30126362601009,44,491,1191,953,2.4,0,19421,0,0,0,28,0,21,3,3,370,7,3,44,5,8,16,4,0,0,30,21,3,4,3,13,12,0,3,0,48,218,8,10,16,111,5,53,7,24,0,3,0,16,0,0,42,7,7,8,96,2099,4830,1159,6226,1884,1499,60,2002
LGA16650,17425,75230,16751,15.926914428824745,68.76222510648411,15.310860464691151,50635,51214,49.71575567752261,50.28424432247739,74199,9895,88.23340547482579,11.76659452517421,45407,2742,7040,4912,31883,46577,49.36401982953557,2.980953209253783,7.653504957383893,5.3400591407201246,34.66146286310663,50.635980170464435,35,666,1746,1575,2.7,25,50635,2071,224,59,127,437,8462,338,1382,1474,600,135,251,3117,1073,1826,1073,228,134,343,1170,341,342,2716,604,314,100,63,3830,93,1706,64,245,63,2012,292,234,234,285,231,121,275,789,2794,348,269,1062,39,68,7145,7556,56665,3201,12079,2771,4904,1490,7809
LGA16700,18966,80743,16592,16.30768437072768,69.425886277848,14.26642935142432,56433,54679,50.78929368565051,49.21070631434949,84282,7485,91.84347314394063,8.156526856059369,49638,1987,6117,4676,34928,47708,50.99130935015306,2.041172724097549,6.283771290037597,4.803484478047378,35.88026215766441,49.00869064984693,36,738,2106,1786,2.7,240,56433,403,76,75,219,177,14547,278,394,2322,369,169,377,391,2823,4128,1232,1515,191,346,1647,577,4545,796,1481,134,115,183,460,143,1447,49,402,105,2058,269,324,544,591,137,1002,656,528,111,173,481,904,89,113,4327,5189,69082,2567,10251,2488,2987,1020,5521
LGA16900,13604,43361,11487,19.87378016712441,63.34511774674224,16.781102086133348,52953,11410,82.27242359740845,17.727576402591552,41931,8633,82.92658808638556,17.07341191361443,27394,1937,4948,3119,17455,27459,49.940750733779375,3.5312562667493115,9.020472900297158,5.686106502834849,31.821413596339305,50.05924926622063,39,579,1562,1343,2.7,4,52953,7,67,24,68,197,107,185,82,3174,46,39,547,105,29,176,38,26,22,129,412,29,49,53,51,262,13,3,3,264,606,54,47,27,296,104,538,34,215,117,25,15,111,806,167,117,101,200,25,1605,4094,18796,3518,17981,4458,2984,331,4192
LGA16950,16315,56986,26345,16.372960279389037,57.18844710274371,26.43859261786725,78741,12771,86.04445318646735,13.955546813532651,60614,13483,81.80358179143555,18.19641820856445,41214,3167,9017,6333,23603,42120,49.45640434876521,3.8003695970432236,10.8203134374925,7.59953920368637,28.323373413012696,50.54359565123478,48,511,1226,992,2.3,4,78741,27,24,13,122,67,252,154,64,4662,68,59,561,151,49,278,73,13,28,176,299,48,44,43,71,216,44,8,37,404,1196,98,20,61,361,99,540,46,228,58,45,8,138,33,10,303,85,161,43,1165,8132,27977,4985,25890,7883,4420,217,9040
LGA17000,4862,15206,2923,21.147405506502544,66.13892392675395,12.71367056674351,19291,1812,91.41354309813771,8.586456901862293,13920,2575,84.38920885116701,15.61079114883298,9169,595,1445,840,6077,8957,50.58479532163743,3.2825775129648016,7.971973960057375,4.634227077126779,33.526426128213615,49.41520467836257,36,684,1981,1682,2.7,0,19291,4,0,0,15,3,33,0,9,374,11,7,50,8,18,43,15,0,0,38,15,3,8,6,19,10,0,3,0,50,429,9,11,23,129,7,43,7,119,3,16,20,13,0,6,51,24,7,16,138,1891,6088,1376,5938,1396,811,37,1589
LGA17040,3466,12884,3878,17.134664821040143,63.69388965789994,19.17144552105992,15637,2587,85.80443371378402,14.19556628621598,12731,2001,86.41732283464567,13.582677165354331,7900,602,1592,991,5666,8851,47.16136350068653,3.5938152946092767,9.503910214315562,5.9160647125544745,33.82484627783416,52.83863649931347,43,675,1569,1200,2.3,0,15637,0,3,0,58,3,48,17,4,669,14,28,194,20,31,32,28,3,0,38,84,17,20,24,20,6,0,3,0,83,269,17,8,16,41,32,90,10,50,17,23,48,45,10,12,74,21,15,6,350,1993,7151,1002,4171,1002,734,64,1978
LGA17080,2602,8598,3198,18.071954438116407,59.716627309348524,22.211418252535076,11711,1206,90.66346674924517,9.336533250754819,8199,1964,80.67499754009643,19.325002459903573,5884,408,1040,889,3566,5903,49.91940273182319,3.4614405701196236,8.823279884618648,7.542207516755747,30.253669296682784,50.08059726817681,45,577,1418,1120,2.3,0,11711,0,0,0,15,3,28,11,3,234,18,6,61,0,10,33,9,7,3,14,8,3,5,3,13,0,0,0,0,42,189,4,9,9,49,11,45,6,98,4,0,33,27,3,0,24,12,7,9,150,1485,3508,866,3559,1040,752,45,1587
LGA17100,6227,29463,4628,15.444714519569422,73.07654149511384,11.478743985316733,14801,22710,39.457759057343175,60.542240942656825,28809,2565,91.82444061962134,8.175559380378658,17361,738,1719,1362,12899,16718,50.943396226415096,2.165556501071041,5.044162093958156,3.996596144253059,37.85028903430265,49.056603773584904,32,682,1894,1781,3.0,15,14801,125,33,56,44,60,4040,97,217,293,165,30,71,174,692,4411,235,73,30,138,472,87,3095,653,390,28,35,106,1158,24,331,22,251,35,553,67,38,122,94,27,1399,206,233,10,76,77,960,6,19,1158,2804,24402,742,2608,637,1104,482,2676
LGA17150,41653,139819,36993,19.066211979035543,64.00064083491634,16.93314718604811,169667,39482,81.1225489961702,18.87745100382981,151735,15190,90.90010483750187,9.099895162498129,95018,4548,13780,9654,53809,81791,53.74047701191681,2.5722672488391427,7.793720907872337,5.460129292060924,30.433405539310783,46.259522988083184,40,837,2312,1979,2.7,4,169667,92,186,72,450,335,3007,403,932,7890,352,239,887,1031,706,1108,489,129,61,840,1143,258,228,621,564,354,158,44,217,495,3258,212,108,145,1182,410,965,285,1214,180,146,126,432,599,131,765,420,262,121,5212,9316,97876,7797,41069,7692,4236,609,9717
LGA17200,14040,177223,17112,6.737852429514097,85.05002999400119,8.212117576484705,82098,99761,45.14376522470705,54.85623477529295,160015,7630,95.44871603686362,4.551283963136389,49928,3892,13725,3902,122883,144402,25.692378943035045,2.002778778366696,7.062728348685226,2.0079246642309476,63.23418926568208,74.30762105696496,32,953,2524,1926,2.0,34,82098,282,158,108,1082,468,20289,222,242,9385,409,1915,1261,713,2357,2805,5229,704,114,1943,1748,1733,3493,419,2332,137,141,211,329,538,5425,278,236,201,1820,616,1003,1211,1249,192,398,1359,6771,137,450,2685,2117,272,142,12384,26520,142564,5374,10486,2744,2998,1365,26620
LGA17310,12112,36389,11164,20.30000838012235,60.98885443727479,18.711137182602865,50479,4048,92.5761549324188,7.423845067581198,35084,7438,82.50787827477541,17.492121725224592,22636,1883,4368,3186,15473,24910,47.6086316409372,3.9603752155807004,9.186892693391663,6.700879148613974,32.543221301476464,52.39136835906281,40,633,1446,1180,2.5,3,50479,41,0,0,45,4,132,9,14,788,51,21,107,19,33,234,21,15,4,60,37,15,175,11,51,17,3,45,44,90,418,10,32,35,421,16,116,56,147,9,49,125,48,3,0,113,70,19,31,249,5137,16716,2806,14305,3932,2592,184,4888
LGA17350,1174,3461,1463,19.252213840603478,56.75631354542473,23.991472613971794,5383,287,94.93827160493828,5.061728395061729,3518,957,78.6145251396648,21.385474860335197,2582,164,416,411,1358,2349,52.36260393429325,3.32589738389779,8.4364226323261,8.335023321841412,27.540052727641452,47.63739606570675,46,546,1329,1033,2.4,0,5383,0,0,3,3,0,9,0,4,76,4,0,18,0,0,20,0,0,0,4,8,0,0,0,0,0,0,0,0,8,22,0,0,0,37,0,9,0,0,0,3,0,0,0,0,9,11,6,0,13,441,1372,288,1736,521,346,16,440
LGA17400,1039,3764,1831,15.661742538438347,56.738016279770875,27.600241181790775,5262,507,91.21164846593864,8.788351534061363,3816,979,79.58289885297185,20.417101147028156,2676,243,708,448,1518,2917,47.84552118719828,4.344716610048275,12.658680493473987,8.010012515644556,27.1410691936349,52.15447881280172,53,454,1015,767,2.1,0,5262,0,0,0,4,0,3,0,0,157,4,7,26,0,0,13,5,0,0,11,19,8,0,0,4,0,0,0,0,22,95,0,0,4,22,5,12,0,8,0,8,0,6,0,0,16,4,4,3,34,851,1649,366,1695,509,380,20,781
LGA17420,33628,102397,21231,21.384239711044412,65.11484458462634,13.500915704329246,96977,55249,63.70593722491559,36.29406277508441,109744,8890,92.50636411146888,7.493635888531112,76150,2354,6423,4558,34140,47475,61.597573306370066,1.9041456016177956,5.195551061678463,3.6869565217391305,27.615773508594536,38.402426693629934,38,827,2464,2363,3.2,363,96977,319,92,84,291,252,8067,381,639,5194,787,111,611,269,1986,5703,880,1675,174,561,1096,192,2463,778,1695,453,163,169,143,361,2281,131,684,113,2386,429,553,597,2450,132,2334,488,352,39,248,899,561,128,214,4267,5021,81324,4393,19419,3562,2347,653,4873
LGA17550,15325,52906,23142,16.77191292832675,57.901130530900815,25.32695654077244,70497,13348,84.08014789194347,15.919852108056535,57796,10312,84.85934104657309,15.140658953426911,35375,2859,9252,6111,22446,40668,46.51973225674947,3.7597148981497313,12.16680036295254,8.036242652183633,29.517509829964627,53.48026774325053,47,539,1332,1064,2.4,0,70497,0,11,5,205,24,228,28,26,4400,95,113,428,32,38,351,63,8,3,191,202,164,42,14,91,76,26,4,21,306,2530,98,16,125,467,62,524,54,311,59,29,33,168,3,13,330,35,140,64,1072,7526,28796,5182,21994,5383,3773,193,7797
LGA17620,2912,8582,2620,20.63199659912144,60.804874592603085,18.563128808275472,11559,1057,91.62175015852884,8.378249841471149,8045,1791,81.79137860919073,18.20862139080927,5625,391,974,755,3468,5588,50.16498706858111,3.487023990011594,8.686346205297422,6.7332560420939975,30.928386694015874,49.83501293141889,41,630,1589,1242,2.4,4,11559,8,0,4,7,0,39,3,3,247,3,6,33,0,3,31,4,0,0,66,14,3,9,4,11,6,0,3,5,22,184,11,3,6,84,0,31,3,37,0,7,6,6,0,0,20,35,4,11,60,1497,3681,638,3438,943,665,30,1348
LGA17640,1343,4544,1815,17.437029343027785,58.99766294468969,23.565307712282525,6433,516,92.57447114692762,7.425528853072384,4619,1010,82.05720376621069,17.942796233789306,3456,220,586,450,1637,2893,54.43376909749566,3.465112616160025,9.229799968498977,7.087730351236416,25.783587966608916,45.56623090250433,48,609,1498,1161,2.4,0,6433,0,0,0,5,0,10,3,0,179,7,5,24,4,0,3,10,0,0,13,9,0,0,5,0,5,0,0,0,12,69,0,0,4,7,4,26,0,5,0,3,4,0,3,0,24,0,12,0,42,750,2268,372,1848,514,410,16,698
LGA17650,1160,3637,1242,19.208478224871666,60.22520284815367,20.566318926974663,5137,394,92.87651419273188,7.123485807268125,3685,713,83.7880854934061,16.211914506593907,2597,164,492,295,1341,2292,53.11924728983433,3.354469216608713,10.063407649826141,6.033953773777869,27.428922069952954,46.88075271016568,46,552,1342,1058,2.4,0,5137,0,0,0,4,0,3,0,0,144,3,3,21,0,0,7,0,0,0,4,6,4,0,0,4,0,0,0,0,15,59,0,0,4,4,0,17,4,14,0,0,0,3,0,0,18,3,4,0,31,516,1918,248,1400,346,285,13,471
LGA17750,12696,40209,9475,20.35267714010901,64.4581596665598,15.189163193331195,52510,5846,89.98217835355405,10.017821646445952,39188,6550,85.67930386112205,14.320696138877956,23143,1702,3956,2725,18156,26539,46.582263193913285,3.42578801175476,7.9626424057002545,5.484883861358238,36.544422527273454,53.417736806086715,35,696,1682,1354,2.5,86,52510,82,9,0,63,21,264,21,98,826,53,31,127,28,54,651,26,83,36,82,50,19,63,13,113,10,7,138,72,104,442,22,92,38,423,26,136,29,229,25,132,36,45,0,4,100,59,23,85,706,4033,21523,3158,13184,3369,2153,213,3863
LGA17850,531,1762,798,17.178906502749918,57.00420575865416,25.816887738595923,2545,153,94.32913269088213,5.670867309117865,1767,420,80.79561042524006,19.204389574759944,1433,70,185,213,655,1123,56.0641627543036,2.7386541471048513,7.237871674491394,8.333333333333332,25.62597809076682,43.935837245696405,48,577,1329,1054,2.3,0,2545,0,0,0,0,0,6,0,0,49,0,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,30,0,0,3,3,0,5,0,0,0,0,0,0,0,0,5,0,0,0,28,394,865,133,726,238,154,6,356
LGA17900,1226,3716,1162,20.08519003931848,60.878112712975096,19.03669724770642,4715,558,89.41778873506543,10.582211264934573,3116,1001,75.68617925674035,24.313820743259658,1711,214,536,296,2127,3173,35.03276003276004,4.381654381654382,10.974610974610975,6.0606060606060606,43.55036855036855,64.96723996723996,43,464,1039,806,2.3,0,4715,0,10,0,3,0,11,24,3,81,5,0,41,4,3,22,3,0,0,4,3,0,3,0,0,3,0,0,9,11,58,5,14,3,39,3,9,0,8,29,0,0,0,4,4,9,0,0,3,103,839,1409,344,1279,483,432,53,756
LGA17950,577,1581,566,21.18208516886931,58.03964757709251,20.77826725403818,2275,120,94.98956158663883,5.010438413361169,1524,335,81.97955890263583,18.020441097364174,1090,80,139,154,691,1064,50.603528319405754,3.7140204271123487,6.453110492107707,7.149489322191272,32.07985143918292,49.396471680594246,43,649,1468,1104,2.4,0,2275,0,0,0,0,0,4,0,0,23,0,5,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,5,0,9,0,0,0,5,0,0,0,0,0,3,14,337,772,104,596,188,116,14,292
LGA18020,1679,5251,2450,17.899786780383796,55.98081023454158,26.119402985074625,7657,553,93.26431181485992,6.735688185140074,5184,1445,78.20184039825011,21.798159601749887,3802,320,785,628,2171,3904,49.33817804308332,4.152608357124319,10.186867376070595,8.149493900856475,28.1728523228653,50.66182195691668,49,479,1103,878,2.3,0,7657,4,0,0,10,4,3,4,0,163,3,3,39,6,3,26,3,0,0,3,8,0,7,0,10,0,0,0,0,26,64,3,3,5,26,5,19,3,18,0,3,0,4,0,0,17,4,8,0,46,1174,2254,415,2331,753,598,17,1030
LGA18050,10708,47619,8495,16.024662536290442,71.2624584717608,12.71287899194876,33569,26028,56.326660737956615,43.67333926204339,47242,2042,95.8566674782891,4.143332521710899,21449,1176,4182,2221,27077,34656,38.23010426878175,2.096069868995633,7.453881115765084,3.9586489617681133,48.26129578468942,61.76989573121825,35,1151,2917,2308,2.4,3,33569,35,17,12,332,336,710,66,131,4752,79,767,601,211,216,305,173,98,34,1024,831,306,168,82,153,60,32,16,52,181,1754,108,28,48,407,341,350,212,2816,58,54,79,208,32,70,979,104,138,78,6373,7219,40862,1529,3825,712,712,142,6786
LGA18100,618,2001,1047,16.857610474631752,54.58265139116203,28.55973813420622,3082,207,93.7062937062937,6.293706293706294,2117,557,79.16978309648466,20.830216903515332,1643,127,271,263,739,1400,53.99277029247453,4.173512980611239,8.905685179099573,8.642786723628,24.28524482418666,46.00722970752547,51,492,1193,904,2.2,0,3082,0,0,0,0,0,3,0,5,67,0,0,11,7,0,9,0,0,0,0,3,0,0,0,3,3,0,0,0,9,21,0,0,0,17,0,3,0,0,0,3,0,0,0,0,7,3,0,0,19,375,922,174,957,309,218,5,374
LGA18200,1278,4136,1381,18.807947019867548,60.868285504047094,20.323767476085358,5650,360,94.0099833610649,5.990016638935108,3688,1033,78.11904257572549,21.88095742427452,2868,198,464,315,1670,2647,52.00362647325476,3.5902085222121487,8.41341795104261,5.711695376246601,30.28105167724388,47.99637352674524,44,555,1308,1052,2.4,0,5650,0,0,0,7,0,3,3,0,95,10,0,14,0,0,8,0,0,0,0,46,0,0,0,3,3,0,0,0,9,65,5,0,5,14,3,15,3,0,5,0,0,4,0,3,9,0,6,0,25,782,1568,777,1220,508,440,22,763
LGA18230,10372,31382,8328,20.710035541711594,62.661235573659205,16.628728884629208,42080,3607,92.10497515704687,7.895024842953139,29265,5640,83.84185646755479,16.15814353244521,18254,1489,3404,2456,14091,21440,45.9867990124452,3.751196654406207,8.575603365747972,6.187333098201239,35.49906786919937,54.0132009875548,37,660,1525,1272,2.5,7,42080,67,0,8,25,8,175,7,34,527,44,19,76,28,26,371,27,27,9,43,41,9,49,27,43,8,5,9,208,66,397,28,72,15,213,14,70,21,95,9,142,23,31,10,7,67,56,10,82,265,4391,14500,2319,11447,2918,1997,133,4708
LGA18250,14406,49722,10183,19.386093579685376,66.91068617028435,13.703220250030279,36692,33849,52.015140131271174,47.984859868728826,53129,3282,94.18198578291468,5.81801421708532,32687,1167,3752,2511,19782,27212,54.57019315848345,1.9482796040000667,6.263877527170737,4.192056628658242,33.02559308168751,45.42980684151655,37,946,2671,2271,2.7,25,36692,58,19,36,250,68,7902,260,161,2739,115,192,244,146,2474,1895,666,561,42,308,470,1425,2199,272,1053,22,47,42,362,143,1381,56,130,260,897,176,222,503,668,51,157,1008,485,60,104,608,365,74,56,2385,3762,45921,1463,4034,918,1101,424,3465
LGA18350,8408,27089,12385,17.55983459337538,56.57449563510296,25.86566977152166,36901,7607,82.90869057248135,17.09130942751865,31741,4317,88.02762216429086,11.972377835709135,21034,1230,3996,2666,10549,18441,53.284357188093736,3.11589613679544,10.122862571247625,6.753641545281824,26.72324255858138,46.71564281190627,47,645,1639,1335,2.4,0,36901,19,3,11,113,28,208,34,31,2678,53,54,274,70,78,200,36,19,10,117,180,33,28,33,44,63,8,8,131,196,716,53,10,36,136,73,332,45,229,26,25,42,51,31,7,188,59,70,39,677,3374,18051,2249,10266,2355,1204,109,3356
LGA18400,10683,31375,6465,22.01636337407003,64.66005811676936,13.323578509160605,39803,5729,87.41764034085917,12.582359659140824,30288,4644,86.70559945036071,13.294400549639299,20654,1122,2805,1575,11678,17180,54.591108526721996,2.9655865094888196,7.413966273722049,4.162922239255696,30.86641645081144,45.408891473278004,37,738,2032,1871,3.0,3,39803,15,17,8,47,55,124,97,34,1845,52,26,184,63,24,65,21,15,19,147,206,9,18,115,33,166,20,3,4,134,473,60,15,25,105,40,245,28,156,40,22,12,41,22,14,107,40,66,32,622,2988,14492,2230,12439,2610,1336,114,2795
LGA18450,36555,131136,35935,17.952029701511595,64.40042037853712,17.647549919951285,147934,43917,77.10879797342729,22.891202026572703,131546,23365,84.91714597413998,15.08285402586001,77964,5105,14546,10408,59055,89114,46.66323513568513,3.0554591268748728,8.706113312345131,6.229425777181915,35.34576664791295,53.336764864314866,39,584,1710,1339,2.6,34,147934,114,307,32,375,506,3035,808,164,8092,194,206,1117,723,203,1442,307,399,438,472,2617,173,308,617,415,389,34,207,76,739,2158,184,260,100,1056,354,1455,123,566,504,303,118,591,2896,554,681,938,435,124,5978,11777,76785,8487,41941,10677,8957,1389,11918
LGA18500,8472,35665,10111,15.617165609792066,65.74435923905028,18.638475151157646,31550,17647,64.12992662154197,35.87007337845803,39540,1505,96.33329272749421,3.666707272505786,20197,897,3853,2266,18550,25566,44.13390730502808,1.9600987697484868,8.41946550706903,4.951598452898629,40.53492996525577,55.866092694971925,39,1365,3626,2687,2.3,3,31550,14,12,8,250,78,797,45,127,3476,58,384,390,173,444,243,132,118,43,388,344,154,130,66,242,27,17,14,22,135,1501,60,18,66,275,240,267,252,2052,50,77,60,126,17,52,838,104,87,88,3082,5047,34725,1150,2511,492,346,88,4669
LGA18710,3401,10120,2622,21.067955150839374,62.68971071052468,16.242334138635943,13312,1664,88.88888888888889,11.11111111111111,10380,1155,89.98699609882965,10.013003901170352,7076,369,1040,666,3594,5669,55.51981169085916,2.895253040408003,8.160062769713614,5.225578658297372,28.19929384072185,44.480188309140836,42,869,2214,1879,2.7,0,13312,3,7,0,38,7,26,25,0,578,13,4,70,14,8,23,8,0,0,43,18,8,3,9,13,5,0,0,0,64,189,10,8,29,23,10,55,12,43,3,0,0,6,0,0,70,11,15,15,157,1163,6620,701,2667,531,380,28,1168
LGA19399,185,708,173,17.354596622889307,66.41651031894934,16.22889305816135,839,86,90.7027027027027,9.297297297297296,666,100,86.94516971279373,13.054830287206268,465,20,57,45,284,406,53.38691159586681,2.2962112514351323,6.544202066590127,5.1664753157290475,32.60619977037887,46.61308840413318,41,717,1427,1270,2.5,0,839,0,0,0,0,0,0,0,0,15,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,131,347,83,228,52,40,0,109
LGA19499,740,9998,1556,6.01919635594599,81.32422319830812,12.656580445745893,7028,3012,70.0,30.0,6961,1216,85.12902042313807,14.870979576861929,2338,892,1548,335,6445,9220,20.228413220280324,7.717598200380689,13.393320643709986,2.8984253331026126,55.76224260252639,79.77158677971967,39,405,0,0,0.0,4,7028,21,3,10,34,25,225,10,23,501,22,69,78,10,39,140,35,20,36,45,49,12,39,33,43,12,9,7,30,48,324,14,32,16,89,18,50,13,77,9,9,74,39,5,18,82,76,19,9,398,2248,4161,614,2136,701,419,62,3369
LGA19799,36,211,160,8.845208845208845,51.842751842751845,39.31203931203931,232,142,62.03208556149733,37.967914438502675,240,66,78.43137254901961,21.568627450980394,223,11,42,30,65,148,60.1078167115903,2.964959568733154,11.320754716981133,8.086253369272237,17.52021563342318,39.892183288409704,58,540,0,0,0.0,0,232,0,0,0,0,3,20,3,0,18,0,0,0,0,5,0,0,0,0,3,7,0,3,0,0,3,0,0,0,3,18,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,13,0,0,10,36,125,25,87,34,27,4,67
